screen_name,message,created_at,tweet_id,tfidf_kw1,tfidf_kw2,tfidf_kw3,tfidf_kw4,tfidf_kw5,keybert_kw1,keybert_kw2,keybert_kw3,keybert_kw4,keybert_kw5
reprichhudson,"Can’t we come together in a bipartisan way and not just ""do something"" but do something that will actually make a difference? I’ll work with anyone to end gun violence while also protecting the rights of law-abiding citizens – and I reject the false dilemma that we can't do both. https://t.co/GRFqK1HDt2",Tue Feb 26 22:47:16 +0000 2019,1100527748492214274,bipartisan way,citizens reject,come bipartisan,difference ll,dilemma can't,bipartisan way,dilemma can't,gun violence,just actually,ll work
reprichhudson,"So what is #HR8 actually going to do? It would have done nothing to prevent recent mass violence, but would restrict the rights of law-abiding Americans. #2A #SecondAmendment https://t.co/Ydg4pbZouJ",Tue Feb 26 22:42:46 +0000 2019,1100526613706559490,actually going,going prevent,hr8 actually,law-abiding americans,mass violence,actually going,going prevent,hr8 actually,law-abiding americans,recent mass
reprichhudson,"In their rush to ""do something,"" House Democrats ignore that House Republicans have done many things like strengthening the background check system; improving mental health care; and giving schools the tools they need to protect students. https://t.co/vntdJPGdqM",Tue Feb 26 22:37:46 +0000 2019,1100525358787579904,background check,care giving,check improving,democrats ignore,giving schools,background check,democrats ignore,house republicans,ignore house,mental health
reprichhudson,The proponents of gun control don’t want you to judge them based on outcomes; they want you to judge them based on intentions. https://t.co/yZl3OK016k,Tue Feb 26 22:33:29 +0000 2019,1100524279081431041,based intentions,based outcomes,control don,don t,gun control,based outcomes,control don,don t,gun control,proponents gun
reprichhudson,It’s a shame that in their rush to “do something” – anything – House Democrats have made this a partisan show. They won’t even allow my bipartisan #ConcealedCarryReciprocity bill that passed this House last Congress to be debated on the House floor today. #HR38,Tue Feb 26 22:29:27 +0000 2019,1100523265922138112,house democrats,house floor,passed house,rush house,allow,allow bipartisan,bipartisan concealedcarryreciprocity,congress debated,house democrats,shame rush
reprichhudson,"Voiced my strong opposition to HR8 &amp; HR1112. Instead of working on common sense solutions that can actually help prevent tragedies—like supporting LEOs, ensuring laws are followed, &amp; improving mental health—House Dems are targeting law-abiding citizens.

https://t.co/d5yCRgb2OX",Tue Feb 26 22:27:51 +0000 2019,1100522862799216642,actually help,common sense,ensuring laws,followed improving,health house,actually help,dems targeting,health house,improving mental,law-abiding citizens
reprichhudson,"RT @CaseyFarinMD: Thank you to @RepRichHudson and his staff for the brief tour of the Capitol and for supporting @NIH funding, access to ca…",Tue Feb 26 20:48:06 +0000 2019,1100497758467829760,access,brief,capitol,funding,staff,access ca,brief tour,capitol supporting,staff brief,supporting funding
reprichhudson,"Speaking on the House floor to voice my strong opposition to two overreaching Democrat bills on the floor this week that would have done nothing to prevent recent mass violence, but would restrict the rights of law-abiding Americans.

https://t.co/K6LHXceu1R",Tue Feb 26 19:00:20 +0000 2019,1100470638492483584,house floor,law-abiding americans,mass violence,prevent recent,recent mass,democrat bills,floor voice,law-abiding americans,mass violence,prevent recent
reprichhudson,"House Dems blocked a discussion on the House floor about #concealedcarryreciprocity – my bipartisan bill that passed the House in 2017. Instead of talking about solutions that could actually reduce gun violence, they’re moving bills that do nothing to address the real problems. https://t.co/Zo3UsxXppo",Tue Feb 26 16:39:02 +0000 2019,1100435078340055040,gun violence,house dems,house floor,passed house,solutions actually,actually reduce,blocked discussion,concealedcarryreciprocity bipartisan,gun violence,house dems
reprichhudson,"I am incredibly disappointed that Senate Democrats voted against providing medical care for babies who survive abortions. This is not just shocking – it’s inhumane.

https://t.co/LNQEdVKpZW",Tue Feb 26 14:15:13 +0000 2019,1100398884587782144,democrats voted,incredibly disappointed,medical care,babies,just,care babies,disappointed senate,just shocking,providing medical,survive abortions
reprichhudson,RT @SteveScalise: It’s no coincidence that more Americans have identified as pro-life over the past month as Democrats advocated for radica…,Mon Feb 25 23:44:50 +0000 2019,1100179848918634498,americans,democrats,month,past,,advocated radica,americans identified,coincidence americans,democrats advocated,identified pro-life
reprichhudson,"This year's @CPAC is just a few days away. I'm excited to be speaking on a panel on Thursday about my #ConcealedCarryReciprocity bill #HR38 and our ongoing efforts to protect our #2A rights. Will you be there? 

#CPAC2019 #WhatMakesAmericaGreat #SecondAmendment https://t.co/x7z1xcDavB",Mon Feb 25 14:47:33 +0000 2019,1100044635274203137,concealedcarryreciprocity hr38,cpac2019 whatmakesamericagreat,efforts protect,excited speaking,hr38 ongoing,away i'm,efforts protect,excited speaking,hr38 ongoing,panel thursday
reprichhudson,"We all want to end gun violence &amp; should be looking at common sense solutions—like supporting LEOs, ensuring laws are followed, improving mental health &amp; implementing my #concealedcarryreciprocity bill. That's why I filed #HR38 as an amdt to the Democrats' background check bill. https://t.co/Ms2ASQLkPq",Fri Feb 22 17:15:54 +0000 2019,1098994806922059777,background check,common sense,end gun,ensuring laws,followed improving,democrats background,gun violence,health implementing,hr38 amdt,implementing concealedcarryreciprocity
reprichhudson,"Excited to announce my annual Art Competition. This year’s competition is bittersweet as we celebrate the talents of students &amp; pay tribute to my friend @sambassartist. Sam was a big supporter of the art competition &amp; he even hosted it once at his gallery

https://t.co/eDryw5CzKM https://t.co/idhmh96J6J",Thu Feb 21 20:07:06 +0000 2019,1098675499377876992,art competition,friend sam,pay tribute,announce,annual,art competition,excited announce,friend sam,hosted gallery,pay tribute
reprichhudson,"Fort Bragg is holding a town hall today at Iron Mike Conference Center. If you can’t make it, you can watch live here. My staff is attending and will be on hand to assist soldiers, veterans and their families.

https://t.co/k8E4lRcbGr",Wed Feb 20 14:54:28 +0000 2019,1098234434292277248,fort bragg,soldiers veterans,town hall,veterans families,assist,center t,fort bragg,hand assist,holding town,iron mike
reprichhudson,"The crisis at our border isn’t just impacting border states – it’s hitting us right here at home, too. Here’s yet another example of why we’ve got to secure our border and stop this dangerous flow of drugs into our communities.

https://t.co/QW59OO0eeV",Tue Feb 19 18:56:06 +0000 2019,1097932859401211905,border stop,crisis border,dangerous flow,flow drugs,isn t,crisis border,flow drugs,hitting right,home s,just impacting
reprichhudson,"RT @NASCAR: Join us as we remember Dale Earnhardt, who passed away on Feb. 18, 2001. https://t.co/jBDR8Zceqv",Mon Feb 18 20:47:29 +0000 2019,1097598500886343681,passed away,feb,join,remember,,away feb,dale earnhardt,earnhardt passed,passed away,remember dale
reprichhudson,"RT @HouseGOP: Today we honor the leaders who have preserved freedom and opportunity, and made America the greatest country in the world. Ha…",Mon Feb 18 15:55:58 +0000 2019,1097525139271499776,america,country,freedom,greatest,honor,america greatest,greatest country,honor leaders,leaders preserved,world ha
reprichhudson,"RT @NASCAR_Xfinity: Your early leader at @DISupdates: @JEarnhardt1!

#NASCARRacingExp300 https://t.co/t1pkWVQYOc",Sat Feb 16 23:22:59 +0000 2019,1096912856602370048,early,leader,,,,early leader,leader nascarracingexp300,,,
reprichhudson,"I admired @sambassartist not just for his talent, but also for his incredible kindness. We send our sincere condolences to his wife Denise and the entire Bass family. https://t.co/YGPlMSNU1o",Sat Feb 16 20:49:53 +0000 2019,1096874330280075271,send condolences,admired,bass,denise,entire,admired just,bass family,denise entire,entire bass,kindness send
reprichhudson,"Renee and I are deeply saddened to learn of the passing of my good friend and legendary artist, @sambassartist. I got to know Sam through @NASCAR and he even hosted the art competition I hold every year for high school students at his gallery.",Sat Feb 16 20:49:29 +0000 2019,1096874226605281280,art competition,deeply saddened,good friend,high school,learn passing,artist got,deeply saddened,good friend,high school,hosted art
reprichhudson,Honored to join my colleagues in Greenville to celebrate the life and service of my friend @RepWalterJones. #greenvillenc #farethewell https://t.co/2Xaju9szJ5,Thu Feb 14 21:14:36 +0000 2019,1096155771316912128,celebrate life,honored join,life service,colleagues,friend,colleagues greenville,friend greenvillenc,greenville celebrate,join colleagues,life service
reprichhudson,"RT @USArmy: That feeling when you come back from Afghanistan and see your baby for the first time. 

Who are you celebrating #ValentinesDay…",Thu Feb 14 18:57:56 +0000 2019,1096121377969586176,baby,celebrating,come,feeling,,afghanistan baby,celebrating valentinesday,come afghanistan,feeling come,
reprichhudson,"RT @VP: On the one year anniversary of the Parkland Tragedy, we remember &amp; honor the victims &amp; their loved ones. The safety of America’s ch…",Thu Feb 14 18:57:10 +0000 2019,1096121185505628160,america s,loved ones,remember honor,anniversary,safety,parkland tragedy,remember honor,safety america,tragedy remember,victims loved
reprichhudson,"I want to thank @FEMA_Brock for his outstanding service. He did a great job responding to hundreds of disasters. I was proud to work with him on Hurricane Florence response &amp; recovery, as well as other rebuilding efforts. I wish him &amp; his family all the best in this next chapter. https://t.co/4R4OLLJ9zl",Thu Feb 14 18:40:39 +0000 2019,1096117028056903682,florence response,hurricane florence,response recovery,want thank,wish family,disasters proud,efforts wish,family best,job responding,recovery rebuilding
reprichhudson,"Today the EPA released its #PFAS Action Plan. I‘m in constant contact with state officials and we’re working in a bipartisan way as we move forward. 

https://t.co/pcTymAFfjQ https://t.co/3hbbaNpYJG",Thu Feb 14 14:25:26 +0000 2019,1096052801954820096,bipartisan way,constant contact,officials working,state officials,working bipartisan,bipartisan way,contact state,epa released,officials working,pfas action
reprichhudson,"RT @JudiciaryGOP: #HR8 refuses to take the most logical step to combat gun violence—namely, preventing criminals from acquiring firearms.",Wed Feb 13 15:59:49 +0000 2019,1095714166751612928,combat gun,gun violence,criminals,hr8,refuses,acquiring firearms,combat gun,gun violence,hr8 refuses,refuses logical
reprichhudson,"I continue to call on @HouseJudiciary to consider my #ConcealedCarryReciprocity bill #HR38 #2A #ConcealedCarry @JudiciaryGOP 
 
https://t.co/FwBnKee1Fz https://t.co/TiZ7DBMDPZ",Wed Feb 13 14:36:35 +0000 2019,1095693219164237826,concealedcarryreciprocity hr38,consider,continue,,,concealedcarryreciprocity hr38,consider concealedcarryreciprocity,continue consider,hr38 concealedcarry,
reprichhudson,Join me in praying for a swift and full recovery for the three members of @FtBraggNC @ArmyGK who were injured during a parachute training exercise this AM. https://t.co/ZMcUAwit5j,Tue Feb 12 18:45:54 +0000 2019,1095393574617825280,join praying,members injured,swift recovery,training,,injured parachute,join praying,members injured,parachute training,recovery members
reprichhudson,My wife Renee and I send our sincere condolences and prayers to Coach Berryman's family and the entire Wonder Nation. 🙏 https://t.co/bFT5DrpDaD,Tue Feb 12 18:34:27 +0000 2019,1095390692636016640,condolences prayers,renee send,send condolences,wife renee,coach,berryman's family,coach berryman's,condolences prayers,family entire,renee send
reprichhudson,Renee and I join so many of our fellow North Carolinians in mourning the passing of my friend Congressman Walter Jones. He was a man of character and strong faith who served his country honorably— he will indeed be missed.,Mon Feb 11 00:10:53 +0000 2019,1094750586531127296,character strong,congressman walter,north carolinians,renee join,served country,carolinians mourning,character strong,country honorably,faith served,fellow north
